EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceSatisfactionIndex,ExperiencePriorToCurrentJob,EmployeeEngagementScore,DistanceFromHomeCategory,AgeGeneration,EducationDegree
1199,34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,81,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,4,80,0,2,9,3,12,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
1200,55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,80,0,2,7,3,8,Medium,Junior,Better,Medium Distance,Gen X,Doctoral Degree
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,95,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,2,80,1,1,3,1,3,High,Senior,Better,Short Distance,Gen Y,Bachelor Degree
1202,50,0.0,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2,Male,94,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,4,80,2,3,3,0,1,High,Mid-level,Better,Short Distance,Gen Y,Doctoral Degree
1203,33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,80,1,3,2,0,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,67,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,2,80,1,2,0,0,0,High,Junior,Better,Long Distance,Gen Z,High School
1205,35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,58,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,2,80,1,2,0,1,7,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
1206,42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,45,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,4,80,0,3,4,1,5,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,4,80,1,2,1,0,0,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
1208,34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,60,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,3,80,0,5,5,1,4,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,4,Manager,3,Married,17046,9314,0,Y,No,15,2,80,1,2,10,15,7,Medium,Junior,Good,Long Distance,Gen Y,Doctoral Degree
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,83,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,2,80,0,2,5,0,3,High,Junior,Good,Long Distance,Gen Y,Bachelor Degree
1211,21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,4,80,0,0,0,0,0,High,Junior,Better,Medium Distance,Gen Z,Bachelor Degree
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,1,80,1,2,1,0,2,Low,Senior,Good,Short Distance,Millennials,Associate Degree
1213,33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,80,0,6,7,0,1,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
1214,31,0.0,Travel_Rarely,1276,Research & Development,2,1,Medical,1,4,Female,59,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,80,3,4,0,0,0,High,Junior,Good,Short Distance,Millennials,High School
1215,29,0.0,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male,73,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,2,80,0,3,0,1,0,High,Junior,Good,Long Distance,Gen Z,Associate Degree
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,80,1,3,14,3,0,High,Junior,Good,Short Distance,Gen Y,Associate Degree
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,80,1,2,0,0,0,Medium,Junior,Better,Medium Distance,Gen Z,Doctoral Degree
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,4,80,0,3,7,0,7,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
1219,54,0.0,Travel_Rarely,431,Research & Development,7,4,Medical,1,4,Female,68,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,2,80,1,2,1,1,7,High,Mid-level,Good,Short Distance,Gen X,Doctoral Degree
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,4,Manager,1,Divorced,17924,4544,1,Y,No,11,4,80,1,3,6,14,7,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,4,80,1,1,0,0,0,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,1,80,2,3,2,0,2,Low,Mid-level,Good,Medium Distance,Millennials,Doctoral Degree
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,80,1,2,0,0,0,Medium,Expert,Better,Short Distance,Gen Y,Bachelor Degree
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,1,80,1,4,3,1,3,Medium,Senior,Better,Short Distance,Gen Y,Associate Degree
1225,39,0.0,Non-Travel,105,Research & Development,9,3,Life Sciences,1,4,Male,87,5,Manager,4,Single,19431,15302,2,Y,No,13,3,80,0,3,0,1,3,High,Senior,Good,Short Distance,Millennials,Bachelor Degree
1226,27,0.0,Travel_Rarely,954,Sales,9,3,Marketing,1,4,Male,44,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,1,80,0,5,7,0,7,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,1,80,1,2,5,1,2,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,80,1,3,3,1,4,High,Mid-level,Good,Short Distance,Gen Y,Doctoral Degree
1229,27,0.0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female,53,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,80,0,3,4,0,2,High,Junior,Good,Short Distance,Gen Z,Associate Degree
1230,55,0.0,Travel_Rarely,478,Research & Development,2,3,Medical,1,3,Male,60,5,Research Director,1,Married,19038,19805,8,Y,No,12,2,80,3,2,0,0,0,Medium,Veteran,Good,Short Distance,Gen X,Bachelor Degree
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,80,1,1,7,7,1,Medium,Mid-level,Better,Medium Distance,Gen X,Doctoral Degree
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,1,80,1,2,6,7,7,Medium,Junior,Better,Short Distance,Gen Y,Associate Degree
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,4,80,0,3,0,1,2,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,2,80,1,2,14,5,15,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,80,0,2,4,0,3,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,2,80,1,2,2,1,2,High,Mid-level,Better,Long Distance,Millennials,Doctoral Degree
1237,55,0.0,Travel_Rarely,685,Sales,26,5,Marketing,1,3,Male,60,5,Manager,4,Married,19586,23037,1,Y,No,21,3,80,1,3,6,2,13,High,Junior,Better,Long Distance,Gen X,Master Degree
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,2,80,1,4,4,7,0,Medium,Junior,Good,Short Distance,Gen X,Doctoral Degree
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,4,80,0,2,0,0,1,High,Senior,Good,Short Distance,Millennials,Doctoral Degree
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,1,80,0,2,2,1,2,Low,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,4,80,0,6,0,0,0,Medium,Mid-level,Good,Medium Distance,Millennials,Doctoral Degree
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,1,80,1,5,10,11,10,Medium,Junior,Better,Short Distance,Gen X,Bachelor Degree
1243,34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,66,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,80,0,3,7,0,6,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
1244,34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,86,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,1,80,1,2,4,0,2,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
1245,42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,56,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,80,1,5,9,5,8,High,Junior,Better,Long Distance,Gen Y,Bachelor Degree
1246,35,0.0,Non-Travel,1180,Research & Development,2,2,Medical,1,2,Male,90,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,80,1,6,7,1,7,High,Mid-level,Better,Short Distance,Millennials,Associate Degree
1247,29,0.0,Travel_Rarely,428,Sales,9,3,Marketing,1,2,Female,52,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,80,0,3,2,2,2,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1248,29,0.0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,4,Female,91,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,80,1,2,0,0,0,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1249,30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,64,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,2,80,2,2,0,0,0,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1250,43,0.0,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,3,Male,38,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,4,80,1,4,0,0,0,High,Junior,Good,Medium Distance,Gen Y,Bachelor Degree
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,53,5,Manager,2,Single,19926,17053,3,Y,No,15,2,80,0,5,4,4,4,Medium,Senior,Better,Medium Distance,Gen Y,Bachelor Degree
1252,29,0.0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,4,Male,70,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,4,80,0,5,2,0,2,High,Mid-level,Better,Short Distance,Gen Z,Bachelor Degree
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,2,80,0,4,1,1,0,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
1254,38,0.0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,4,80,3,3,10,3,8,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,1,80,2,4,2,3,3,High,Mid-level,Good,Long Distance,Gen Y,Bachelor Degree
1256,36,0.0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,3,Female,76,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,2,80,2,2,2,1,1,Medium,Junior,Better,Medium Distance,Millennials,Doctoral Degree
1257,41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,91,4,Manager,1,Divorced,17181,12888,4,Y,No,13,2,80,1,2,6,7,7,Medium,Senior,Good,Short Distance,Gen Y,Bachelor Degree
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,4,Manager,4,Married,17099,13829,2,Y,No,15,2,80,1,2,8,7,8,High,Senior,Good,Short Distance,Gen X,Associate Degree
1259,40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,80,0,4,8,8,8,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1260,49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,4,80,0,4,2,1,2,Medium,Senior,Better,Short Distance,Gen Y,Doctoral Degree
1261,27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,4,80,0,3,2,4,4,Very High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1262,38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,80,0,3,2,1,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1263,51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,2,80,0,5,2,3,2,Medium,Mid-level,Better,Short Distance,Gen X,Bachelor Degree
1264,40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,1,3,Male,68,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,80,1,3,1,1,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
1265,29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,2,Female,54,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,1,80,1,5,8,0,8,Medium,Junior,Better,Short Distance,Gen Z,High School
1266,40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,2,80,1,2,0,0,0,Low,Mid-level,Good,Short Distance,Millennials,Doctoral Degree
1267,51,0.0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1,Female,53,3,Manager,3,Married,13116,22984,2,Y,No,11,4,80,0,2,2,2,2,Medium,Senior,Better,Short Distance,Gen X,Bachelor Degree
1268,34,0.0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,4,Male,92,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,2,80,1,3,2,7,7,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
1269,30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3,Female,43,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,3,80,0,2,4,0,2,High,Mid-level,Good,Short Distance,Gen Z,Bachelor Degree
1270,49,0.0,Travel_Frequently,1023,Sales,2,3,Medical,1,4,Male,63,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,4,80,0,3,6,0,8,High,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
1271,29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,4,Male,34,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,2,80,2,2,2,1,2,High,Junior,Better,Medium Distance,Gen Z,Bachelor Degree
1272,35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,1,80,2,3,8,0,6,Medium,Junior,Better,Short Distance,Millennials,Master Degree
1273,45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,4,Manager,4,Married,17650,5404,3,Y,No,13,2,80,1,4,3,1,1,High,Senior,Better,Medium Distance,Gen Y,Associate Degree
1274,50,0.0,Travel_Frequently,333,Research & Development,22,5,Medical,1,3,Male,88,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,4,80,0,2,6,13,9,High,Junior,Good,Long Distance,Gen Y,Master Degree
1275,43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,80,1,1,7,0,1,Medium,Mid-level,Better,Long Distance,Gen Y,Bachelor Degree
1276,32,0.0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,3,Female,49,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,80,0,3,2,4,1,Medium,Junior,Good,Long Distance,Millennials,Doctoral Degree
1277,47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1,Female,82,4,Research Director,3,Married,17169,26703,3,Y,No,19,2,80,2,2,17,5,6,Medium,Mid-level,Better,Short Distance,Gen Y,Doctoral Degree
1278,51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,2,80,0,1,2,0,3,Medium,Expert,Good,Medium Distance,Gen X,Associate Degree
1279,46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,2,80,1,3,7,0,7,High,Junior,Better,Short Distance,Gen Y,Associate Degree
1280,44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,3,Human Resources,1,Married,10482,2326,9,Y,No,14,4,80,1,1,6,3,6,Medium,Junior,Good,Short Distance,Gen Y,Associate Degree
1281,29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,2,80,2,2,7,1,7,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1282,46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,1,2,Female,92,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,3,80,3,2,13,15,7,Medium,Junior,Better,Short Distance,Gen Y,Associate Degree
1283,48,0.0,Travel_Frequently,365,Research & Development,4,5,Medical,1,3,Male,89,4,Manager,4,Married,15202,5602,2,Y,No,25,2,80,1,3,2,2,2,High,Expert,Better,Short Distance,Gen Y,Master Degree
1284,40,0.0,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4,Male,72,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,80,0,2,2,2,2,High,Mid-level,Better,Short Distance,Millennials,Associate Degree
1285,29,1.0,Travel_Rarely,341,Sales,1,3,Medical,1,2,Female,48,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,80,3,3,2,0,2,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1286,40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,80,2,5,4,1,3,High,Junior,Better,Short Distance,Millennials,Associate Degree
1287,30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,80,0,5,3,0,1,Medium,Junior,Good,Long Distance,Gen Z,Doctoral Degree
1288,42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,4,80,1,4,3,0,2,Very High,Junior,Good,Short Distance,Gen Y,Associate Degree
1289,41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,1,80,0,3,7,0,7,Low,Junior,Good,Short Distance,Gen Y,Doctoral Degree
1290,42,0.0,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,4,80,0,2,9,3,7,High,Junior,Good,Long Distance,Gen Y,Associate Degree
1291,42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,4,Manager,3,Married,17861,26582,0,Y,Yes,13,4,80,0,3,8,2,10,High,Junior,Good,Short Distance,Gen Y,High School
1292,25,0.0,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,80,0,1,4,0,6,Medium,Junior,Better,Medium Distance,Gen Z,High School
1293,32,0.0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1,Male,56,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,1,80,1,3,2,1,3,Low,Junior,Good,Short Distance,Millennials,Bachelor Degree
1294,43,0.0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male,92,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,3,80,1,5,7,7,7,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
1295,26,0.0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,80,1,3,0,1,0,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
1296,38,0.0,Travel_Rarely,903,Research & Development,2,3,Medical,1,3,Male,81,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,1,80,2,2,2,1,4,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
1297,31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,80,0,2,1,1,2,Medium,Mid-level,Good,Medium Distance,Millennials,Doctoral Degree
1298,27,0.0,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2,Male,87,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,2,80,1,0,2,0,3,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
1299,41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,4,80,0,3,4,1,2,High,Junior,Good,Short Distance,Gen Y,Bachelor Degree
1300,36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,4,80,0,2,14,5,12,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
1301,38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,80,1,3,3,1,2,Low,Mid-level,Good,Medium Distance,Millennials,Bachelor Degree
1302,35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,80,0,0,2,2,2,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
1303,45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,4,80,1,2,10,4,12,High,Junior,Good,Short Distance,Gen Y,Doctoral Degree
1304,47,0.0,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,4,80,2,2,2,11,13,High,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
1305,56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,5,Manager,1,Divorced,19943,18575,4,Y,No,13,4,80,1,2,2,4,2,High,Expert,Better,Short Distance,Gen X,Doctoral Degree
1306,32,0.0,Travel_Rarely,234,Sales,1,4,Medical,1,2,Male,68,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,2,80,1,2,2,2,2,Medium,Junior,Good,Short Distance,Millennials,Doctoral Degree
1307,59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,5,Manager,4,Married,18844,21922,9,Y,No,21,4,80,1,3,2,2,2,High,Expert,Better,Short Distance,Gen X,Doctoral Degree
1308,28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,4,80,0,4,7,3,7,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
1309,50,1.0,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,4,80,0,4,0,0,0,High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
1310,30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,2,80,0,4,0,0,0,High,Senior,Good,Short Distance,Gen Z,Bachelor Degree
1311,30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,1,80,0,5,0,1,8,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
1312,30,0.0,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male,89,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,80,0,3,0,0,0,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
1313,21,0.0,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,3,80,0,3,2,2,2,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
